post,id
"Почему я выбрала филологию в ЮУрГУ…. 
 
С детства у меня большой интерес у изучению русской культуры , русского языка и литературы. Возможно этому повлияли русские народные сказки и мультфильмы, которые были неотъемлемой частью моего детства. 
 
Повзрослев, я поняла, что русскую культуру, русский язык можно изучить углублённо только с носителем и живя вместе с представителями русской культуры. Поэтому я приехала в Россию и выбрала филологию. 
 
ЮУрГУ - это университет, где обучаются студенты из 58 стран мира, это отличная возможность изучать русский язык и знакомиться с мировой культурой, общаясь с представителями разных стран.

Дилрабо Тожикулова (СГ-215)",937
"💬 Сиразиева Карина, институт экономики и управления, 3-й курс.

Почти каждый день прихожу в читальный зал новых поступлений заниматься, нравится спонтанная атмосфера и окружение книг. Если есть свободное время всегда можно выбрать книгу на свой вкус. Я чаще всего выбираю историческую литературу или книги из которых можно узнать что-нибудь интересное, например научная литература. Уверена, что каждый студент, приходящий в библиотеку может найти книгу по душе. 
В качестве пожелания хочу, чтобы похожих мест становилось больше. Такие зоны прекрасная возможность позаниматься в комфортных условиях. Читальный зал библиотеки одно из любимых мной мест в университете, где можно и позаниматься и отдохнуть. Очень рада, что в библиотеке есть такая зона в читальном зале.",1406
"Анонимно, пожалуйста. Реально накипело...
Это ""Лучший. Педагогический. Твой""
Бог с ними уже, с падающей штукатуркой и разваливающимся фасадом. На филфаке не могут хоть раз за 2 недели провести влажную уборку. И учиться не хочется в таком сраче... (Фото особо не передаёт, но вы приходите, оцените вживую!🥰)
А о том, что мусорные пакеты не меняются, а из них просто ссыпают мусор и оставляют так месяцами, я вообще молчу.
Опубликуйте пожалуйста, пускай хоть ""кому-то"" ещë станет плохо от этого бардака...",217
"здравствуйте уважаемые подписчики я бы хотел пожаловаться на постройку композиций в дгту это невыносимо скажите как рисовать подобное это же просто кучка мусора чем думают преподы когда их готовят мне кажется что можно давать любые другие задания если кончились идеи но точно не эту гадость",1327
"Хочу поблагодарить преподавателей. Они у нас самые лучшие) спасибо за Ваш труд!",1168
"самый лучший гистолог - Медведев, я знаю, что вы это читаете 🥰
анон",1379
"Почему все преподаватели в вузе-это не Ефммов???",890
"Добрый день) хочу с вами поделиться наболевшим 
я человек с синдромом отличника, выполняю задания и вникаю в информацию( естественно, трачу уйму времени на это)
вывожу группу на коллоквиумах
А НА ЭКЗАМЕНЕ СТАВЯТ АВТОМАТ ВСЕМ
и я решил это сказать в слух (хейт был мне обеспечен, конечно же)
да, со стороны людей, которым нужно получить только экзамен- я плохой 
вопрос скорее к преподавателям , которые обесценивают студентов. в дальнейшем студент уже не будет ничего особо изучать,  зная, что у него все равно будет автомат. логично 
анонимно",440
"Анонимно
Скажите пожалуйста, все сталкиваются с проблемами в расписании?
И дело не в начале нового семестра!!
Оно постоянно меняется, меняется и по ходу семестра, так было в первом, когда месяц ты занимаешься по одному расписанию, а месяц по другому. Пары ставят то в 8 утра, то в 11, могут начинаться с 15, перерывы по 2,5 часа и тд.
Я понимаю, что мы учимся очно, но всё же есть дела и помимо учебы, но как рассчитывать время с таким расписанием непонятно...
Причем, узнавали у ребят из других университетов и такой проблемы у них нет, это именно в Герцена такая беда?",180
"На первых курсах у нас был препод, которая заставляла петь за опоздание. Опоздал, поешь песню всей группе. Так она отучила нас опаздывать. Никогда ее не забуду)",740
"Хотим посвятить этот пост жемчужине кафедры биологии УГМУ - Крылову Даниилу Анатольевичу! 
Большое спасибо вам за то, что смогли заново влюбить нас в биологию, пары с вами проходили каждый раз как праздник. 
Спасибо вам за вашу отзывчивость, отличное чувство юмора, понимающее отношение к студентам и поддержку.
Никого не слушайте! Вы правда самый лучший! 
Хотим пожелать вам всего самого лучшего, прекрасного лета, солнечных лучиков и чтобы вас никогда не кусали самочки комара рода Anopheles. 
ХВ ВВ! 
Анонимно, пожалуйста",1154
"Преподаватель-ангел из симцентра, которая случайно услышала разговоры студентов о незаслуженной неявке по лекции, которую всё никто не мог исправить, и в итоге просто взяла и ИСПРАВИЛА её, заслуживает всего самого лучшего на этом свете. Мы всей группой не знаем, кто вы, почему так добры к чужим студентам, но мы очень сильно благодарны. Мы уже и забыли, что такое бывает.
Всем внимательных, заинтересованных в работе со студентами преподавателей ✌🏻❤
Анон",959
"Всем привет. Меня зовут Аделя и я студент РГУП🤩

О своём будущем я начала задумываться ещё в 7м классе. Просматривая все учебные заведения Казани я и внимания не обращала на сайт моего будущего места обучения. РГУП я заметила только через год и поняла — это то, что мне нужно! 

Далее я посетила 2 дня открытых дверей, которые проводились в Российском государственном университете правосудия. Как только вошла в ВУЗ я ощутила эту непередаваемую энергетику дружелюбия и открытости. Всех пришедших тогда гостей угостили татарскими народными блюдами и предложили поучаствовать в беспроигрышной лотерее, где я выиграла блокнот с мерчем КФ РГУП. Выступление директора Рамиля Анваровича Шарифуллина, декана ФНО Святовой Наталии Владимировны и Председателя Студенческого совета Александры Кобылиной вдохновили меня ещё больше. 

И вот совсем недавно, 1го сентября я встретилась со своими одногруппниками, замечательным куратором и самым прекрасным наставником на свете — Айсель. 

4го сентября все мы снова встретились на квест игре ПРАВОдник, где наша группа завоевала 1е место🥳 

Я очень рада, что выбрала именно это учебное заведение, благодарна своим одногруппникам, ведь они - самые лучшие! Хочу пожелать всем первокурсникам не сдаваться и идти до конца, ведь это самые лучшие годы нашей жизни, годы, когда мы можем попробовать себя в чём-то абсолютно новом и интересном. Удачи. 

ПСА-226 Гарипова Аделя 🤍",376
"что делать если препод тупо завалил и отправил на комиссию. Куда жаловаься?",1396
"Правда ли, что математики — самые остроумные люди из всего академического сообщества? 
 
Для чего стоит участвовать в математических олимпиадах? Чем отличается Кавказская математическая олимпиада от других профильных соревнований? 
 
На эти и многие другие вопросы в эфире подкаста «Школьная программа для взрослых» на радио «Маяк» ответил Николай Андреев, создатель проекта «Математические этюды», популяризатор математики, зав. лабораторией популяризации и пропаганды математики Математического института им. В.А.Стеклова РАН, старший научный сотрудник Кавказского математического центра АГУ. 
 
Слушаем!",944
"Хочу сказать этому Шведову ЕвГЕНИЮ Геннадиевичу...
Золотой ты человек, счастья, здоровья, долгих лет жизни! Чтобы жена, дети, внуки не болели, чтобы твоя семья не знала горя, успехов тебе и твоим близким. 
если меня спросят, чьи экзамены самые лучшие, то Я сразу отвечу— у нашего Отца математики, гиганта логарифмической мысли, атланта точных наук и просто хорошего человека Евгения Геннадиевича. 
и пусть все хейтеры сгорят в агонии. каждый, кто хоть в мыслях допустит как-то посрамить доброе имя Евгения Геннадиевича, будет иметь дело с 1488 отдельным моторизированным бронетанковым десантным диверсионно-разведывательным батальоном ""Анальные демоны""! лично каждому сломаю правую руку в 4 местах!
ну и еще раз- счастья, хороших студентов, чтобы все было четко, туда-сюда там того самого короче внатуре желаю, обнял приподнял похрустел!",1182
"Какой предмет ты считаешь самым бесполезным по своей специальности? Я просто часто думаю про физкультуру. анон",613
"Обожаю наш ВУЗ!!!😍",784
"Пишу очень медленно лекции, не успеваю за преподом. Когда понимаю, что уже слишком отстал, перестаю писать вообще 🤡 что с этим делать(",816
"Здравствуйте, сегодня стипендия будет или как? В группах пишут что в январе всегда задеиживают",528
"Это вы еще дышать успеваете.А студенты 4 курса физмеха могут не дышать,не есть,не пить, плавать на глубине до 2-х километров и ходить по потолку...",1229
"Да что это такое... 
Неужели на в48 насколько все круто, что душ решили сделать до 00:00 часов. Ведь у нас нет других проблем, давайте запретим из комнат выходит после 00:00 часов. Ни душ не починили ни помыться не дают (ибо 3 кабинки рабочиев мужском при 70% пацанов в общаге). Куда скатывается общага..?
Можно конечно и ходить заранее, но не только мне иногда нужно сходить в душ и после 12...",408
"Когда вы закончите бауманку – вам уже ничего не будет страшно – худшее уже было",622
"в столовой на первом этаже был обнаружен таракашка(((
анон",1309
"вопрос насчёт общаги. Можно ли как-то договориться, чтоб меня с подругой подселили в одну комнату? И если да, то как? Мы обе на ФГО",1312
"Я давно уже выпускник, хочу рассказать вам историю. Учился я на бакалавриате на специальности, допустим, реклама. тут не суть.
 поступил в магу, допустим, пусть будет психология. 
обучался отлично, но специальности конкурировали между собой латентно. Пришел я на диплом и мне прямым текстом сказали, что с моей прошлой специальностью с красным дипломом с их золотой психологии  я не выйду с маги. Так как они не хотят так мараться. Хотя у меня были все пятерки в сессии. 
Но это ладно, за дня два до этого мне пришла большая стипендия, ошибочная на мой взгляд, тыс 20 что ли. на то время достаточно крутая ) а я как честный человек шел возвращать деньги назад. Но после услышанного решил оставить их себе)
до сих пор это помню. А как бы вы поступили? отдали бы деньги назад или в качестве моральной компенсации оставили себе?",1241
"Для комфортной учебы нужны не только классные преподаватели и продвинутые программы, но и бытовые удобства. В РГСУ с этим полный порядок! Каждый студент будет накормлен, все проблемы — решены, а обучение — оплачено вовремя! Как? Ответы в видео.",425
"Поскольку я закончила обучение в ТГУ, то могу оставить отзыв всем новичкам. При поступлении меня пугали все вокруг, что в ТГУ придётся платить за сессию. Якобы преподаватели будут меня валить, а потом вымогать деньги. Лично мне за все время не встречались такие преподаватели. Конечно, возможность кому-то «дать на лапу» есть, но с вас никто не будет этого требовать, если вы учитесь. Кстати, по поводу учебного процесса. Тут тоже все очень по-разному. Есть преподаватели, которых можно заслушаться, так интересно они рассказывают, прям хочется разбираться в их предмете. Такие люди придумывают интересные практические занятия, учеба с ними не ограничивается зубрежкой и пересказыванием наизусть. Но таких очень мало. Зато достаточно тех, кому пофиг на свой предмет. У них вы без проблем получите зачёт, но знания по предмету придётся добывать самому, они вам их практически не дадут. Наверное так везде. Все зависит от преподавателя. Бывали моменты, когда препод сам отпускал с пар или вовсе не приходил. Я училась на бюджете, мне было не так обидно. А вот тем, кто платит за такую учебу, я посочувствую. В целом я довольна этими годами, было очень много приятных и волнительных для меня моментов. Думаю, буду вспоминать учебу с чувством ностальгии, несмотря на все косяки в процессе организации образовательного процесса.
Всем хороших каникул!
Выпускникам удачи в поиске работы!
Пожалуйста, анонимно!",844
"Вот вы пишите про философию, зачем она всем специальностям. Сами по себе знания, которые там дают, вам маловероятно пригодятся, только если вы решите продолжить обучение. Но! На этом предмете вас учат мыслить, учат критически воспринимать информацию, ставить вопросы. А это уже нужные вещи. Тут конечно многое зависит от препода, но сама по себе философия полезна. У меня два года назад на первом курсе горело от информатики. Вот почему я должен был ходить и заниматься бесполезными вещами… Какие-то тесты нарешивали, задачи решали. Поступая на юриста, я надеялся избежать этого, а мне все равно пришлось натурально страдать на этом предмете. Ничего полезного мы там так и не усвоили.",335
"Кто-то уже вступил в Профком? Оформили все документы? Если да, то вы большие молодцы. 

При вступлении многие ребята спрашивают: «А почему с нас берут 3% и куда они уходят?». Рассказываем! 

Профсоюзные взносы — основа существования любой профсоюзной организации, так как мы не простое студенческое объединение, а отдельное юридическое лицо. 

Часть взносов ежемесячно отправляется в наш территориальный комитет для обеспечения их деятельности. Оставшаяся сумма распределяется внутри Профкома. 

Вода, бумага и чернила для печати, проведение мероприятий, призы, подарки, зарплаты, материальная помощь, выезды — всё это и многое другое оплачивается из бюджета первички.

Тот, кто платит взносы, может пользоваться всеми благами, которые даёт ему Профком. Для того, чтобы подтвердить, что человек состоит в Профсоюзе и у него уплачены взносы, необходимо иметь профсоюзный билет. 

По предъявлению продлённого профсоюзного билета можно безлимитно печатать, взять воды, получить бесплатные билеты или скидки. 

Как продлить профсоюзный билет? В начале каждого учебного семестра необходимо обратиться в кабинет Профкома к секретарю и показать либо перечисление стипендии через банк и снятие процента с вашей стипендии, либо внести деньги наличными в расчёте 30 рублей за месяц, если в этом семестре вы были без стипендии или являетесь студентом контрактной формы обучения. Тогда секретарь продлит ваш профсоюзный билет и укажет, что вы исправно платите и можете пользоваться всеми нашими бонусами и возможностями. 

С любовью, ваш Профком ❤",680
"Хочу поделится своим опытом учебы. Давайте сразу задам тему, а потом поделюсь своей историей. Пишите самого ДУШНОГО НАУЧРУКА, с которым вам приходилось работать. Может ваш опыт поможет другим студентам не попасть в ад из правок.

Я заканчиваю правовое обучение национальной безопасности на дистанте. Очень не рекомендую Александрова Илью Андреевича. Постоянно к чему-то цеплялся. Здесь лишний пробел, там еще какая-то мелочь. По итогу куча потраченных сил и нервов. Но зато выучил всю тему от и до. Для легкой сдачи ВКР точно не подходит.",1171
"Что делать и куда обращаться если в гардеробе кому то отдали мое пальто? Как найти и узнать кому отдали?
Может камеры какие то есть посмотреть?
Дело вчера было
Аноним",1198
"Все преподы по природе агрессивные",341
"а правда, что в столовой ранхигса нашли тараканов?",1280
"""Колонку в жопу убери. ... Вы ж, сука, тупые создания, вы не понимаете нормального языка человеческого"". 

Любезная просьба от одного из охранников общежития ДАС МГУ сделать музыку потише во время того, как он увидел стоящую у общаги толпу студентов. 

По словам одного из студентов, присутствовавших при данном оклике, конкретно данный охранник периодически ведёт себя грубо и позволяет хамить жителям общежития.",1
"Анонимно пожалуйста. У студентов некоторых факультетов появился такой курс "" Научная деятельность "", и в моей голове просто не укладывается, почему это ставят в первый же курс?!?!!? Мы что учёные чтоб этим заниматься? Проектирование беспилотников, протезы и много много всякого такого. Вот зачем это нужно на первом курсе? Ещё и говорят что это обязательная программа. "" Почему наши студенты отчисляються? "" После такой научной деятельности только сильнее хочется отчислиться. Я понимаю что есть люди что хотят этим заниматься, но зачем заставлять всех??? Почему нельзя сделать это добровольно???? Пусть этим занимаются те что хотят этим заниматься, другим это попросту не интересно.",201
"То, чему мы с вами здесь будем обучаться, находится где-то на грани инфоцыганщины.",1099
"Здравствуйте, можно ли подать жалобу на преподавателя за бездарное и скучное ведение профильного предмета? Анон",527
"Это вообще нормально, что у меня не хотят принимать 1 лабу по ОП с регулярками? Я вместо 100 строк кода написал одну регулярку, а у меня лабу не принимают",1226
"Сначала преподаватели меня ненавидели, а затем на экзаменах мы сидели и ржали с ними, когда я рассказывала им социологию в виде стендапа

#Мизиряк #Соцфак",1068
"Сайт вуза работает или нет? Сколько дней не получается зайти, с другого устройства тоже.",1043
"Задорожняя ко всем придирается? 
Или только к тем кто ее не устраивает?",493
"Почему препод по машграфу не хочет принимать у меня чертеж? Преподы ведь прекрасно понимают, что я поступил на программиста потому, что меня плохо с пространственным мышлением.
Было бы с пространственным мышлением хорошо, я бы поступил на ФТКМ или ФАСТиВ...",913
"Надо было поступать в ВолГУ. Там у ПРИНов нет машгоафа на 1 курсе...",745
"У меня iq упал после нескольких месяцев обучения в этом универе. Что же будет дальше?",1114
"Блять,тгу собирается что нибудь делать с проблемой клопов в общежитиях???
Их регулярные протравки абсолютно не помогают с этим. Так невозможно жить,клопы обитают чуть ли не в каждой комнате и когда заказываешь службу протравки,помогает но буквально на пару месяцев и клопы опять сбегаются с разных комнат",261
"Тотально слепые футболисты РГСУ взяли «золото» на чемпионате России 2022

На Чемпионате от Российского государственного  социального университета выступали две команды: мужская и женская. Обе команды заняли первые места. Участницы женской команды стали двукратными чемпионами, а мужская команда выиграла «Россию» впервые. 

В соревнованиях по мини-футболу В1 (тотально слепых) приняли участие 9 мужских и 4 женских команд. Конкуренция была серьезной, например участники команды Московской области — чемпионы Европы и мастера спорта международного класса. Наши ребята соревновались даже с игроками сборной России. 

Владимир Мохов — лучший вратарь команды — не пропустил ни одного мяча в свои ворота. Студент колледжа РГСУ рассказал о подготовке к соревнованиям и своих эмоциях после победы: 

– Подготовка началась с января, с первых сборов в этом году. Хочется сказать про обратную, «темную» сторону медали. В июне у нас началась настоящая «черная полоса». Почти все, в том числе и я, часто травмировались: растяжения, вывихи, ушибы, переломы. Это было тяжелым испытанием для нашей команды. Но всё обошлось, и мы, нашим дружным коллективом, преодолели эти проблемы. Было много потрачено нервов, но самое главное — команда не поддалась негативным эмоциям. 
Самой ответственной и динамичной была игра с командой Московской области. Именно с этой командой у нас всё и решилось, нам нужна была только победа. Мы были согласны даже на ничью, самое главное – не проиграть.
Могу сказать точно, в таком виде спорта вратарю никак нельзя выключаться из игры ни на секунду. Даже когда ты уверен в победе, нельзя радоваться раньше времени. Когда объявили, что команды РГСУ заняли первые места, стало спокойно и радостно на душе! 
В планах у меня пробиться как второй, а лучше как основной вратарь сборной России.

Капитан команды должен задавать планку. И Андрею Куклину, капитану команды и студенту 1 курса факультета физической культуры, это удалось. Андрей — лучший бомбардир турнира, он забил 21 мяч за время соревнований! 

– Как уже говорил Володя Мохов, перед Чемпионатом многие получили травмы, что добавило трудностей. На самом Чемпионате парни играли с обезболивающими. Все основные матчи прошли без замены игроков. Было очень трудно. В этот день на улице было +30 градусов, но несмотря на все трудности мы поддерживали друг друга и справились. Настрой был, конечно же, только на победу, мы уже давно хотели выиграть. И на Чемпионате России наконец-то это сделали!
На Чемпионате было девять команд, но главными нашими соперниками была команда из Московской области. Большая часть игроков этой команды входит в состав сборной России. Соревнования с ними были в последний день, когда сил уже практически не осталось. Три дня мы играли без замен и выиграть у них было вдвойне приятно.
Недавно я стал лучшим бомбардиром, забил 21 гол. Хочу поблагодарить свой тренерский штаб и команду. Уверен, что мы что в следующем году мы повторим успех и станем двукратными чемпионами!

Мы знаем, что эта победа далась команде РГСУ с трудом. Сложно представить, столько сил и времени потратили наши ребята на подготовку к соревнованиям. От всей души поздравляем всех участников и желаем еще больших побед!",1104
"Зачем вы вообще поступаете в вышку, разве нет других хороших учебных заведений, которые предлагают куда лучшие условия и качество образования?",500
"В тройке в комнате для сушилок постоянно открыто окно, из-за чего вещи не высыхают и за пять дней...",305
"Привет, что делать если препод лыбится и глазки строит. Мне не кажется",974
"Всём привет! Если кто-то выбирал между юрфаком Питера и Мск, почему выбрали именно Питер, какие у него преимущества? Очень хочу в Питер, но в Интернете вижу только негативные отзывы про обучение на английском, долгую дорогу до кампуса и отсутствие студенческой жизни...",383
"Кто-нибудь может подсказать, можно ли этого деда как-то скипнуть? А это он меня зае%ал......",677
"Почему Герценовский?

Александр Вольвакс, студент факультета химии РГПУ им. А.И. Герцена: «Здесь лучшие преподаватели, которые вдохновляют меня, верят и поддерживают каждого студента!»",857
"Лекция для школьников «Сердце и иммунитет. Проплывая между Сциллой и Харибдой»❤
 
Лекция проходит в рамках стратегической инициативы «Кадры будущего для региона» и реализации социального профориентационного проекта «Медицинское Братство» 
 
🩺Лекцию ведет Субботин Александр - ассистент кафедры клинической медицины Института клинической медицины ННГУ, практикующий врач- кардиолог ФБУЗ ПОМЦ ФМБА 
 
В ходе лекции Вы узнаете ответы на вопросы: 
 
-Что такое системное воспаление и почему оно интересует врачей-кардиологов? 
 
- Почему нормальное давление человека 120/80 мм рт.ст.? 
 
- Как закончить школу и не умереть? 
 
- Почему инфекции делают сердечно-сосудистую систему старее? 
 
- Последние достижения в кардиоиммунологии 
и при чем тут ВИЧ-инфекция🦠 
 
⌚Когда: 25 апреля в15:30 |
🏤Где: [club73339622|Парк науки ННГУ ] (Ульянова, 10б)

Регистрация на лекцию:",688
"Жизнь в общежитии – это классно!

Так говорит [id574765834|Себастьян Сальседо], студент КИУ из Колумбии🇨🇴, который учится в КИУ уже два с половиной года и с комфортом живет в общежитии на ул. Московской.

Для первокурсников, которые в этом учебном году заезжают в общагу, Себастьян провел экскурсию по студенческому хостелу на ул. Московская, 42 и дал несколько советов о том, как организовать свой быт.",485
"анон
почему получить зачет по физре ТАК сложно? 😭почему за одно-два незакрытых занятия беспощадно ставят незачет? где справедливость? или все зависит от факультета и преподавателя? почему она вообще есть в учебном плане университета…..",1286
"День добрый, дайте совет, вроде сказали другие студенты, что им приходит стипуха летом, закончила 1 курс, закрыла на отлично, стипендия повышенная (олимпиадница), деняк нет, к кому обращаться?
Анон",422
"Анон 
Позвонили насчёт общаги, сказали что нет мест и якобы занесли в список ожидания
Может же быть такое, что оставят совсем без общежития? (Скидка,шд)",127
"Отключение прошло успешно

5 апреля прошел первый мастер-класс студенческого проекта [club219713969|PLACE OFF] в рамках предпринимательского проекта «Я в деле».

Вместе с Сергеем Владимировичем Шкилевым мы поговорили о симтомах и последствиях интернет-зависимости, узнали почему важно отслеживать признаки этой болезни и как эффективно с ней бороться. После лекции присутствующие приняли участие в нескольких психологических упражнениях, а заключением мероприятия стала коллективная игра в «Мафию». 

Ниже оставляем полезные тесты для диагностики интернет-зависимости, а увидеть как прошло всё мероприятие можно в паблике проекта. Мы сохранили для вас запись трансляции.

• Шкала интернет-зависимости С. Чена: 
• Адаптированная версия С. Чена: 
• Интернет-зависимость по методике К. Янга: 

За помощь в организации мастер-класса отдельно хочется поблагодарить Евгения Александровича Кожемякина. Спасибо Вам от всей команды «Руки»!",798
"Анонимно.
Что не так с гардеробщицами в 6 корпусе? Все агрессивные какие-то поястоянно, с недовольным лицом(за исключением одной со светлыми волосами) То номерки швыряют, от начинают кричать, что сами виноваты, что вам не ту куртку выдали, много причин…
Сказали обращаться к коменданту с этим вопросом, но там сидит та же женщина с гардероба😂",228
"Вопрос к ребятам с ИПМКН. Вы заметили как сильно все затихло после ухода Архипова с поста профорга? Раньше были и мероприятия для нашего факультета и ездили куда-то, а новый профорг просто публикуется в группе факультета, но будто не горит желанием что либо проводить и делать для нашего факультета. Это так печально...🤧",327
"Анон
Интересный вопрос возник, а расписание ещё менять будут? Оно вообще хотя бы большинство устраивает, эта новая система с одной неделей? Просто как-то не очень зашло в 10 утра из дома выезжать и приезжать в 21-22, тут спать элементарно не успеваешь, не то что учиться🥲",96
"В ЮГУ учишься в жизни все получится!🤩

#ЮГУ 
#вбудущеесЮГУ",269
"Если бюро расписаний не может сделать нормальное расписание (без тупорылых окон в 6 часов), то сделайте чилл зону с кроватями, чтоб поспать можно было с кайфом://///",467
